a. Contributor unique ID,b. Preferred name,FIRST NAME,LAST NAME,c. Variant name,ccc. Source of Name,c1. Variant name 2,cc1. Language of name,ccc1. Source of name 2,d. Nationality,e. Birth date,e. Birth date,f. Death date,f. Death date,g. Role,g1. Role,h. Display Biography,i. Sex,j. Source,j1. Source,jj1. Source,j3. Source 2,jj2. Source 2 “page”,k. Contributor,o. Culture,p. Related Person Name (SPOUSE),p1. Related Person Name (MOTHER),p2. Related Person Name (FATHER)
,"LASTNAME,FIRSTNAME",,,FULL NAME,,,,,,,YEAR,,YEAR,,,"FORMAT (Nationality, role, birth date-hyphen-death date)",GENDER,,,,,Wikidata QID (format http://www.wikidata.org/entity/Q113388358),,,,,
OAINDOD229,"Kuanra,Diptimanjari ",Diptimanjari ,Kuanra,Diptimanjari Kuanra,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","କୁଅଁର,ଦୀପ୍ତିମଞ୍ଜରୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387912,O Foundation,Odia people,,,
OAINDOD230,"Kumar,M. Sovan",M. Sovan,Kumar,M. Sovan Kumar,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","କୁମାର,ଏମ୍.",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388048,O Foundation,Odia people,,,
OAINDOD231,"Kumar,Sanoj ",Sanoj ,Kumar,Sanoj Kumar,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","କୁମାର,ସନୋଜ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388364,O Foundation,Odia people,,,
OAINDOD232,"Kundu,Udaya Narayan",Udaya Narayan,Kundu,Udaya Narayan Kundu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","କୁଣ୍ଡୁ,ଉଦୟ ନାରାୟଣ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388541,O Foundation,Odia people,,,
OAINDOD233,Laxmipriya ,Laxmipriya ,,Laxmipriya,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",ଲକ୍ଷ୍ମୀପ୍ରିୟା,Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,1928-01-01,1928,2021-01-01,2021,artist,,"Indian contemporary artist, 1928-2021",female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q15725164,O Foundation,Odia people,Kelucharan Mohapatra,,
OAINDOD234,"Lenka,Ajaya Kumar",Ajaya Kumar,Lenka,Ajaya Kumar Lenka,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଲେଙ୍କା,ଅଜୟ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387735,O Foundation,Odia people,,,
OAINDOD235,"Lenka,Subrat Kumar",Subrat Kumar,Lenka,Subrat Kumar Lenka,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଲେଙ୍କା,ସୁବ୍ରତ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388474,O Foundation,Odia people,,,
OAINDOD236,"Mahalik,Lilabati ",Lilabati ,Mahalik,Lilabati Mahalik,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାଳିକ,ଲିଳାବତୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388043,O Foundation,Odia people,,,
OAINDOD237,"Mahalik,Pandaba Charan",Pandaba Charan,Mahalik,Pandaba Charan Mahalik,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାଳିକ,ପାଣ୍ଡବ ଚରଣ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388166,O Foundation,Odia people,,,
OAINDOD238,"Mahalik,Sanjeet ",Sanjeet ,Mahalik,Sanjeet Mahalik,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାଲିକ,ସଞ୍ଜିତ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388360,O Foundation,Odia people,,,
OAINDOD239,"Mahanandia,P K",P K,Mahanandia,P K Mahanandia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାନନ୍ଦିଆ,ପି.କେ.",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Swedish,1949-01-01,1949,,,painter,,"Indian born Swedish painter, born 1949",male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q15724671,O Foundation,Odia people,Ann-Charlotte Mahanandia Von Schedvin,,
OAINDOD240,"Mahanta,Dillip ",Dillip ,Mahanta,Dillip Mahanta,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାନ୍ତ,ଦିଲ୍ଲୀପି",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387904,O Foundation,Odia people,,,
OAINDOD241,"Mahanta,Saroj ",Saroj ,Mahanta,Saroj Mahanta,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାନ୍ତ,ସରୋଜ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388388,O Foundation,Odia people,,,
OAINDOD242,"Mahapatra,Ambika ",Ambika ,Mahapatra,Ambika Mahapatra,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାପାତ୍ର,ଅମ୍ବିକା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387757,O Foundation,Odia people,,,
OAINDOD243,"Mahapatra,Laxmikanta ",Laxmikanta ,Mahapatra,Laxmikanta Mahapatra,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାପାତ୍ର,ଲକ୍ଷ୍ମୀକାନ୍ତ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388038,O Foundation,Odia people,,,
OAINDOD244,"Mahapatra,Mahendra ",Mahendra ,Mahapatra,Mahendra Mahapatra,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାପାତ୍ର,ମହେନ୍ଦ୍ର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388058,O Foundation,Odia people,,,
OAINDOD245,"Mahapatra,Saroj ",Saroj ,Mahapatra,Saroj Mahapatra,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାପାତ୍ର,ସରୋଜ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388389,O Foundation,Odia people,,,
OAINDOD246,"Mahapatra,Saroj Kumar",Saroj Kumar,Mahapatra,Saroj Kumar Mahapatra,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାପାତ୍ର,ସରୋଜ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388386,O Foundation,Odia people,,,
OAINDOD247,"Mahapatra,Sheetal ",Sheetal ,Mahapatra,Sheetal Mahapatra,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାପାତ୍ର,ଶୀତଳ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388415,O Foundation,Odia people,,,
OAINDOD248,"Mahapatra,Sitakanta ",Sitakanta ,Mahapatra,Sitakanta Mahapatra,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାପାତ୍ର,ସୀତାକାନ୍ତ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,2021-06-15,2021,painter,,"Indian contemporary painter, -2021",male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q107258165,O Foundation,Odia people,,,
OAINDOD249,"Maharana,Avay Kumar",Avay Kumar,Maharana,Avay Kumar Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ଅଭୟ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387789,O Foundation,Odia people,,,
OAINDOD250,"Maharana,Binod ",Binod ,Maharana,Binod Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ବିନୋଦ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387833,O Foundation,Odia people,,,
OAINDOD251,"Maharana,Brundabana ",Brundabana ,Maharana,Brundabana Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ବୃନ୍ଦାବନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387856,O Foundation,Odia people,,,
OAINDOD252,"Maharana,Ganga ",Ganga ,Maharana,Ganga Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ଗଙ୍ଗା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387925,O Foundation,Odia people,,,
OAINDOD253,"Maharana,Kailash Chandra",Kailash Chandra,Maharana,Kailash Chandra Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,କୈଳାସ ଚନ୍ଦ୍ର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388002,O Foundation,Odia people,,,
OAINDOD254,"Maharana,Madhusudan ",Madhusudan ,Maharana,Madhusudan Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ମଧୁସୂଦନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388053,O Foundation,Odia people,,,
OAINDOD255,"Maharana,Maheswar ",Maheswar ,Maharana,Maheswar Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ମହେଶ୍ୱର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388062,O Foundation,Odia people,,,
OAINDOD256,"Maharana,Nakula Chandra",Nakula Chandra,Maharana,Nakula Chandra Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ନକୁଳ ଚନ୍ଦ୍ର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388116,O Foundation,Odia people,,,
OAINDOD257,"Maharana,Prafulla Kumar",Prafulla Kumar,Maharana,Prafulla Kumar Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ପ୍ରଫୁଲ୍ଲ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,graphic artist,,Indian contemporary graphic artist,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388184,O Foundation,Odia people,,,
OAINDOD258,"Maharana,Prasanna ",Prasanna ,Maharana,Prasanna Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ପ୍ରସନ୍ନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388195,O Foundation,Odia people,,,
OAINDOD259,"Maharana,Pravakara ",Pravakara ,Maharana,Pravakara Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ପ୍ରଭାକର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,sculptor,,Indian contemporary sculptor,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q60772804,O Foundation,Odia people,,,
OAINDOD260,"Maharana,Rajalaxmi ",Rajalaxmi ,Maharana,Rajalaxmi Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ରାଜଲକ୍ଷ୍ମୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388258,O Foundation,Odia people,,,
OAINDOD261,"Maharana,Rajesh ",Rajesh ,Maharana,Rajesh Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ରାଜେଶ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388273,O Foundation,Odia people,,,
OAINDOD262,"Maharana,Rajkishore ",Rajkishore ,Maharana,Rajkishore Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ରାଜକିଶୋର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388277,O Foundation,Odia people,,,
OAINDOD263,"Maharana,Rebati ",Rebati ,Maharana,Rebati Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ରେବତୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388303,O Foundation,Odia people,,,
OAINDOD264,"Maharana,Santilata",Santilata,Maharana,Santilata Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ଶାନ୍ତିଲତା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388366,O Foundation,Odia people,,,
OAINDOD265,"Maharana,Santosh Kumar",Santosh Kumar,Maharana,Santosh Kumar Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ସନ୍ତୋଷ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388371,O Foundation,Odia people,,,
OAINDOD266,"Maharana,Sarita ",Sarita ,Maharana,Sarita Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ସରିତା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388382,O Foundation,Odia people,,,
OAINDOD267,"Maharana,Sudhir Kumar",Sudhir Kumar,Maharana,Sudhir Kumar Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ସୁଧୀର କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388486,O Foundation,Odia people,,,
OAINDOD268,"Maharana,Sulachana ",Sulachana ,Maharana,Sulachana Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ସୁଲୋଚନା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388493,O Foundation,Odia people,,,
OAINDOD269,"Maharana,Universe ",Universe ,Maharana,Universe Maharana,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଣା,ବ୍ରହ୍ମାଣ୍ଡ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388543,O Foundation,Odia people,,,
OAINDOD270,"Maharatha,Baladev ",Baladev ,Maharatha,Baladev Maharatha,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ମହାରଥ,ବଳଦେବ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,1956-05-07,1956,,,painter,,"Indian painter, born 1956",male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q15724753,O Foundation,Odia people,,,
